UPS,AAPL,PFE,CRM,CVS,GOOG,KO,FB,IBM,AMZN
0,12,0,1,0,13,1,5,0,28
0,15,0,1,0,0,4,7,0,18
0,6,0,0,0,2,4,7,1,18
0,14,0,1,0,5,3,7,0,23
0,11,0,2,0,7,7,11,0,27
0,14,0,0,1,11,7,10,1,25
0,71,0,1,0,9,7,8,2,18
0,9,0,0,0,6,7,7,0,27
0,4,0,0,0,15,6,7,4,35
0,15,0,0,0,11,3,9,1,35
0,19,0,0,0,3,5,5,2,30
0,15,0,1,0,8,8,2,2,25
0,15,0,1,0,7,12,8,1,27
0,17,1,0,0,3,14,5,1,36
0,6,0,3,0,5,14,7,2,20
1,18,0,0,0,7,12,8,0,22
0,19,1,2,0,14,7,8,2,34
0,23,0,0,0,5,11,4,1,33
0,20,0,0,0,5,20,4,8,37
0,11,1,1,0,9,16,5,3,40
0,14,1,3,0,3,9,6,3,43
0,8,0,0,0,6,12,5,4,48
0,12,0,1,0,6,13,8,2,25
0,13,0,1,0,8,4,9,1,33
0,17,0,3,0,10,19,9,2,38
0,10,0,3,0,12,11,9,1,247
1,11,0,1,0,9,4,5,1,34
0,11,0,0,0,16,10,5,1,42
0,19,0,0,0,17,10,8,0,38
0,13,0,0,0,7,8,5,1,54
0,8,0,0,0,11,7,9,1,32
1,16,2,0,0,14,3,10,1,22
1,14,2,0,0,11,12,5,2,36
0,7,0,0,0,5,2,20,1,51
0,12,0,0,0,12,7,13,0,50
0,22,0,0,0,10,3,15,2,45
0,10,0,2,0,14,4,13,1,24
0,11,0,0,0,13,4,9,1,29
0,24,0,0,0,22,12,17,0,39
0,14,0,1,0,16,9,9,2,25
0,18,1,0,0,13,8,5,2,37
2,18,0,1,1,4,9,8,1,26
0,7,0,1,0,13,4,14,1,37
0,9,0,0,0,12,6,12,2,37
0,8,0,1,0,6,5,12,0,27
0,12,0,0,0,16,10,7,2,39
0,14,0,3,0,10,8,8,1,35
0,20,1,0,0,4,5,10,1,72
0,27,0,1,1,11,7,18,2,40
1,10,0,0,0,7,5,9,0,42
0,13,0,1,0,7,5,5,0,39
0,10,0,1,0,81,6,11,0,37
0,17,0,1,0,41,6,6,1,49
0,30,0,0,0,27,1,9,3,40
0,16,0,8,0,12,5,8,1,41
0,11,0,3,2,15,8,19,2,41
0,13,0,1,0,7,9,5,1,49
0,19,0,0,0,9,7,7,1,64
0,12,0,1,0,9,8,9,1,41
0,12,1,0,0,21,3,11,0,31
0,19,0,0,0,4,10,14,3,49
0,20,1,1,0,11,14,13,3,48
1,24,0,0,0,14,12,7,2,47
1,22,0,0,2,18,12,11,2,33
0,26,0,0,0,12,13,13,2,38
8,19,0,2,0,8,9,7,3,32
0,16,0,1,0,6,6,7,2,30
0,43,0,2,1,7,7,9,2,49
2,21,0,0,0,13,5,9,2,49
0,18,0,1,0,7,5,22,0,43
0,22,0,0,0,8,4,17,2,49
0,25,0,1,0,8,9,16,0,44
0,24,0,1,0,12,6,16,0,66
0,25,0,0,0,18,9,36,2,51
0,36,0,0,0,24,5,11,0,35
0,16,0,0,0,12,7,17,1,57
0,23,0,0,2,12,7,7,1,74
0,35,1,1,0,6,7,23,1,57
0,26,0,0,0,17,6,22,2,57
0,79,0,0,0,19,8,14,1,49
1,22,0,2,0,14,6,17,0,56
0,16,0,1,0,17,9,18,1,39
0,29,0,0,0,12,10,14,2,25
1,16,0,0,0,17,7,16,2,42
0,24,1,0,0,12,10,16,0,39
0,27,0,0,0,13,7,17,3,36
1,12,0,1,0,15,5,11,3,46
0,14,0,0,0,11,7,13,2,43
0,19,0,2,0,19,4,14,0,39
1,21,0,4,0,10,3,15,0,44
1,20,0,0,0,10,6,13,4,38
1,21,0,0,0,12,7,21,0,58
1,22,1,0,0,10,8,17,3,63
0,21,3,1,0,20,7,13,0,62
0,23,1,1,0,13,10,26,2,51
0,21,0,1,0,11,5,11,0,57
0,19,2,0,0,14,6,26,1,47
1,51,1,5,2,15,7,28,1,38
0,134,1,2,0,9,2,28,0,42
0,58,0,2,0,17,5,15,1,54
0,43,0,0,0,14,10,14,1,67
0,34,0,1,0,16,8,13,1,47
0,29,0,2,0,23,9,15,0,49
0,52,0,0,1,11,18,11,3,35
0,36,0,1,1,8,16,16,2,37
1,43,0,0,1,20,12,10,0,27
4,31,0,0,0,12,15,13,3,38
0,27,0,0,0,13,6,11,2,47
0,33,0,0,0,26,5,5,0,63
1,24,0,2,0,18,8,10,2,58
3,28,0,3,0,16,16,8,0,65
1,22,0,2,1,10,11,12,2,70
0,39,0,4,0,8,14,11,3,55
2,34,2,4,0,11,15,20,0,43
0,35,2,3,1,16,5,11,1,42
0,30,0,4,2,18,11,8,2,65
3,33,0,2,1,12,7,13,2,61
2,27,1,0,0,20,9,23,1,48
0,17,1,1,0,17,9,17,2,41
0,24,0,0,0,17,12,25,2,62
0,31,1,3,0,21,10,9,4,74
1,53,0,1,0,14,8,10,1,61
0,59,0,1,0,20,19,18,1,51
0,29,0,3,0,12,9,13,2,38
0,82,1,1,1,26,15,20,2,60
0,26,0,0,0,8,5,16,1,67
1,31,0,0,4,16,10,16,2,65
0,22,0,0,2,8,11,20,1,47
2,34,0,1,0,11,11,11,15,43
0,27,1,0,1,13,8,12,5,54
0,33,0,3,0,21,5,14,3,60
2,30,0,3,0,14,14,10,9,49
1,37,0,0,0,11,15,17,5,77
1,31,0,5,0,11,17,17,1,61
1,47,0,5,0,17,6,19,6,46
3,40,0,2,0,10,8,12,3,37
5,34,1,2,0,11,11,19,2,58
0,42,1,0,0,18,5,16,6,54
1,44,1,4,0,17,14,18,1,38
0,34,0,0,0,18,7,12,1,72
1,62,1,2,0,14,20,9,1,62
0,26,0,0,0,9,9,11,0,47
0,29,0,2,0,10,11,15,11,45
0,37,1,1,1,7,7,14,7,43
0,37,0,0,0,6,6,11,1,37
0,26,0,1,0,5,10,21,2,39
0,32,0,0,1,11,12,18,3,56
0,32,1,4,0,5,9,23,3,70
0,36,0,3,1,14,7,21,0,67
0,23,0,5,0,13,17,20,0,64
1,25,0,0,0,13,18,14,0,49
3,21,0,2,0,15,12,13,1,85
0,30,0,3,0,12,12,14,7,73
0,34,0,2,0,8,7,25,0,55
2,20,0,2,0,8,23,19,1,74
4,15,0,0,0,16,11,9,2,55
2,25,0,0,0,15,13,16,1,56
0,44,0,2,1,10,7,8,1,61
2,41,0,4,0,7,21,20,1,58
3,36,1,0,0,5,13,6,0,55
1,45,0,0,0,16,23,12,0,56
1,33,0,0,0,17,36,3,3,56
1,42,1,0,0,10,15,12,1,54
1,44,0,2,0,26,8,9,4,47
2,58,0,0,0,6,13,9,0,43
1,26,0,0,0,11,12,12,4,34
4,39,0,2,0,20,9,13,0,54
1,70,0,2,1,24,5,10,1,51
2,29,0,3,0,7,14,7,4,74
1,21,0,1,0,13,18,13,2,78
4,30,0,0,0,7,5,7,5,104
5,90,0,1,1,10,10,10,1,85
3,108,0,2,0,8,3,13,0,81
0,101,0,3,0,8,13,5,1,59
3,68,0,1,0,9,11,11,0,66
1,36,0,4,0,8,15,9,1,60
3,34,0,1,0,9,10,8,1,66
1,51,0,2,1,15,9,11,2,51
1,37,0,1,0,8,11,7,1,49
0,42,0,0,0,10,8,8,2,59
1,38,0,0,0,15,6,11,0,55
3,42,0,1,0,7,3,16,2,46
2,42,0,1,0,12,14,9,0,45
1,29,0,4,0,5,4,233,3,71
0,43,1,5,1,11,1,14,0,73
0,47,0,7,1,7,3,10,1,39
1,35,0,3,0,8,17,15,3,38
0,37,0,1,0,11,11,18,7,41
4,25,0,4,0,14,6,18,4,46
0,27,0,1,0,14,2,10,1,35
1,33,0,1,0,20,6,13,1,28
0,26,0,0,0,16,4,15,0,30
2,25,0,0,0,16,5,8,0,26
3,50,0,0,0,10,6,14,1,53
1,34,1,1,0,9,3,9,0,39
2,32,0,0,0,9,3,8,1,53
0,38,0,4,0,7,8,8,2,43
2,47,0,5,0,14,1,14,0,62
2,38,0,5,1,14,3,9,0,72
2,33,0,1,0,9,2,9,0,58
1,41,0,1,0,13,5,11,0,54
2,26,0,0,0,7,8,11,0,43
1,31,0,1,1,7,9,16,0,44
1,23,1,1,0,5,2,21,0,55
1,24,0,0,0,13,3,9,1,53
1,31,0,0,0,11,6,3,1,38
0,31,0,0,0,7,2,8,1,42
1,36,0,5,0,9,3,10,2,50
1,32,1,2,0,9,2,11,0,30
0,36,1,3,0,15,4,9,0,51
1,37,0,0,0,6,2,25,0,63
0,30,1,2,0,9,2,11,0,66
1,20,0,1,0,5,0,13,2,55
1,38,0,1,0,12,3,7,0,61
1,29,0,0,0,10,3,16,0,64
0,26,1,0,0,10,0,11,1,51
0,36,0,0,0,10,4,8,1,54
1,31,1,3,2,15,4,22,3,55
2,41,0,2,0,12,1,14,0,37
0,29,0,3,1,17,2,23,3,46
2,31,1,0,0,14,3,15,4,49
1,34,0,0,0,9,8,6,1,47
0,28,0,1,0,9,9,2,0,49
1,36,0,0,0,7,1,9,0,25
1,27,0,1,0,11,6,6,0,47
1,18,0,0,0,11,9,8,0,45
1,48,0,0,0,7,5,8,0,60
0,21,1,0,0,7,0,20,1,48
3,20,0,0,0,12,5,10,0,45
1,20,0,2,0,6,2,7,4,36
0,28,0,0,1,12,3,8,0,55
0,30,0,1,0,6,1,8,8,39
1,33,0,2,0,12,2,13,0,57
0,30,1,0,0,10,3,17,0,53
1,21,1,1,1,6,7,12,0,38
0,30,1,2,0,12,6,12,0,59
0,17,0,1,0,11,21,15,0,42
0,23,0,1,0,8,2,9,0,41
1,57,0,2,0,8,1,14,0,42
2,58,0,0,0,10,3,10,0,38
2,36,0,1,0,11,2,6,1,41
0,50,0,0,0,5,5,14,3,43
0,32,0,0,0,3,3,4,2,53
0,22,0,1,0,8,2,6,0,48
1,33,0,3,0,7,4,10,3,48
1,24,0,0,0,13,0,6,2,46
0,22,1,0,0,5,4,8,0,55
0,33,0,1,0,10,2,5,0,36
0,36,0,1,0,6,3,4,1,31
0,36,0,0,0,32,3,3,1,34
0,25,0,0,0,17,3,35,1,44
0,48,0,0,0,19,1,39,1,29
0,42,0,2,0,16,6,30,0,47
0,23,0,0,0,14,0,27,1,43
1,33,0,0,0,9,5,13,0,54
0,36,0,0,0,5,1,10,1,49
0,40,0,5,0,7,2,18,5,39
0,35,0,0,0,9,1,16,2,31
1,39,0,0,0,9,3,11,0,35
1,41,0,2,0,17,4,16,1,19
1,34,0,0,0,12,3,14,1,29
0,26,0,0,0,8,1,12,1,38
1,26,0,2,0,15,3,15,1,31
1,32,0,0,0,15,3,13,0,27
0,31,0,1,0,1,4,7,2,27
0,26,1,2,0,11,3,7,2,28
3,32,0,0,0,5,0,13,0,36
0,34,0,1,0,8,11,13,1,24
0,17,0,1,0,13,10,13,0,25
2,17,0,1,0,7,5,10,1,40
0,25,0,2,0,8,0,10,0,32
1,25,0,1,0,1,2,11,0,39
1,29,0,0,0,8,4,6,0,19
0,25,0,0,0,12,1,9,1,17
1,19,0,0,1,8,2,4,5,29
0,21,0,0,0,5,1,7,0,36
0,21,0,0,0,15,1,6,1,51
0,20,1,0,0,6,1,5,0,48
0,18,1,1,0,9,2,12,1,38
0,18,0,0,0,10,4,9,4,28
0,39,2,1,0,20,4,15,1,21
0,17,0,0,0,9,1,10,0,27
1,21,3,0,1,7,7,7,3,18
0,15,0,1,0,19,2,18,3,32
1,25,1,1,0,17,1,18,4,26
1,18,0,1,0,7,3,11,2,12
0,22,0,2,0,24,2,8,3,35
1,25,0,2,0,5,3,11,3,30
0,14,0,0,0,10,0,7,3,21
0,27,2,0,0,11,0,5,3,19
0,12,0,0,1,9,1,6,2,28
0,18,1,1,0,14,2,5,0,26
0,15,0,0,0,6,5,6,6,14
0,22,0,0,0,10,8,11,6,26
0,48,1,0,0,20,2,8,3,23
0,34,1,1,0,8,1,9,0,13
1,10,0,0,1,4,4,6,3,39
1,9,1,0,0,7,8,3,0,45
0,18,0,0,0,10,3,9,2,46
0,12,0,0,0,6,3,7,0,29
0,23,0,1,0,7,6,8,2,17
0,40,0,0,0,18,5,5,3,22
0,23,1,2,0,21,5,8,4,36
0,21,0,1,0,21,6,11,0,23
0,19,2,3,0,70,3,5,0,20
0,31,4,2,0,6,2,6,6,26
0,16,1,4,0,9,4,6,0,19
0,11,0,2,0,9,2,7,3,49
2,17,0,2,0,21,1,5,1,48
0,15,1,1,1,13,1,11,2,30
0,23,2,1,0,11,2,67,1,26
0,12,1,0,0,13,3,77,2,34
3,17,0,1,0,11,6,34,0,45
2,15,3,1,0,5,3,23,0,28
1,36,6,2,0,6,4,18,1,37
1,16,8,1,0,10,0,16,4,42
2,21,2,3,0,14,6,24,6,34
0,30,0,2,0,13,5,17,3,50
0,11,0,0,0,21,2,8,1,25
1,20,1,3,0,10,1,10,3,29
1,12,0,0,0,13,3,11,0,28
0,14,1,1,0,11,5,6,0,42
1,38,1,1,0,6,3,12,3,33
0,24,0,3,0,14,1,16,2,20
0,19,0,5,0,10,3,15,0,28
0,30,0,0,0,15,4,13,1,30
1,21,1,2,1,9,10,13,1,35
3,21,0,1,0,11,4,9,1,29
1,27,2,3,0,22,9,16,3,56
2,52,1,2,0,21,7,21,4,45
0,25,2,1,0,10,11,18,2,21
0,33,0,3,0,11,8,15,5,24
1,21,0,3,0,22,9,15,6,40
0,29,1,1,0,9,5,12,6,34
0,29,2,4,0,13,4,8,4,36
1,18,1,0,0,11,4,4,8,31
0,21,1,1,1,12,5,9,6,32
1,43,0,1,0,8,9,17,5,49
2,30,0,3,0,12,5,8,7,40
1,25,1,0,0,17,9,11,3,65
0,31,0,3,0,22,5,11,4,47
0,29,2,7,0,24,1,10,2,40
0,23,1,0,0,14,4,16,3,36
0,32,0,2,0,30,5,4,6,48
0,21,0,3,0,19,6,5,2,23
1,31,0,2,0,13,4,9,6,53
0,35,0,6,0,15,5,16,10,63
0,30,0,2,0,18,8,9,6,39
0,33,0,5,0,31,4,6,7,54
1,26,0,0,0,25,6,16,5,58
0,40,1,1,0,29,7,16,6,44
0,42,3,0,0,29,4,14,1,28
3,33,2,4,0,35,6,18,18,30
2,29,1,6,0,40,7,16,1,32
0,31,0,3,0,28,4,13,8,47
1,45,0,0,0,22,1,18,3,38
3,41,0,4,1,19,11,20,9,31
1,35,0,3,0,23,3,22,5,44
0,34,1,1,0,16,9,30,12,55
3,52,3,3,0,17,6,14,8,69
0,40,0,6,1,18,1,12,2,50
2,46,0,3,0,40,6,32,9,58
1,37,0,5,1,28,2,12,5,62
5,36,1,2,2,29,5,10,17,80
1,59,2,6,0,35,10,29,22,79
1,44,3,11,0,27,5,42,17,58
1,48,0,6,0,15,13,38,7,51
1,72,0,15,0,29,10,26,6,50
1,60,1,2,0,23,9,24,4,54
6,32,0,6,1,19,5,21,8,52
2,37,0,7,0,13,2,27,3,63
2,61,0,4,0,17,2,19,4,57
4,35,1,1,0,19,5,20,6,76
6,37,0,6,0,23,9,22,11,65
2,52,0,2,0,20,10,24,11,57
2,59,0,2,0,25,8,22,8,54
1,56,0,3,2,35,5,30,17,60
2,49,0,4,0,46,4,15,9,75
2,40,0,7,0,66,4,26,13,86
0,22,0,4,2,72,5,23,12,59
0,104,0,2,0,52,4,25,3,60
1,110,1,9,0,40,18,27,2,51
1,96,0,5,0,42,13,20,8,63
0,346,0,6,0,39,7,24,9,71
1,195,4,3,1,32,13,15,9,60
3,149,0,4,0,28,7,12,10,85
5,116,2,2,0,36,9,29,10,86
2,127,2,3,0,37,11,23,10,58
2,105,0,4,0,30,19,36,11,60
2,82,0,12,0,19,8,19,5,76
2,72,0,2,0,31,14,37,1,57
3,83,0,10,0,28,8,36,4,70
5,101,0,2,0,59,11,28,4,81
3,76,3,2,0,50,8,28,1,79
3,72,4,10,0,35,11,25,6,62
1,57,2,4,1,33,12,30,7,63
3,51,0,2,0,31,11,15,6,52
4,77,0,9,0,47,11,20,7,53
1,56,2,7,0,36,29,21,8,66
1,68,0,3,0,31,10,28,5,65
3,83,3,10,0,39,27,42,4,63
7,60,0,19,0,48,16,84,10,50
1,91,3,6,0,42,12,55,2,56
1,66,1,6,1,33,18,56,5,72
5,70,0,4,1,25,13,65,6,59
2,70,2,6,0,28,16,44,7,69
2,58,0,7,0,24,22,41,8,91
3,54,6,8,0,54,12,42,14,94
3,65,1,7,0,32,8,32,9,95
2,48,1,10,0,25,16,37,11,84
2,48,1,8,0,17,14,39,9,72
7,37,0,1,0,21,11,21,12,73
4,60,2,9,0,46,9,36,13,71
6,54,0,9,1,42,29,29,13,90
7,60,1,8,1,21,23,28,4,80
5,46,1,5,0,28,12,23,7,78
8,59,0,5,0,53,11,24,5,93
6,66,0,2,0,26,12,107,9,74
6,63,2,4,0,31,8,98,8,62
4,78,0,10,0,28,3,45,2,67
4,61,1,3,1,39,14,80,4,93
5,42,0,3,0,25,9,48,6,67
8,67,1,6,0,20,13,38,12,53
4,63,1,3,0,40,13,36,11,70
1,60,5,13,0,37,15,51,5,79
5,58,0,5,0,61,13,39,8,90
4,47,0,5,0,53,6,47,9,68
1,55,0,3,0,33,10,36,10,86
3,41,0,2,0,40,13,41,3,65
8,51,0,4,0,61,7,29,6,80
4,59,1,2,0,49,13,46,9,76
4,54,0,4,0,51,31,18,6,79
3,41,0,5,1,43,26,20,11,82
6,52,1,2,0,41,13,30,6,67
1,44,0,4,0,27,34,31,2,58
7,93,1,6,0,47,27,21,4,73
8,64,2,14,0,47,4,26,6,144
2,74,0,11,0,72,8,48,11,68
3,37,0,3,0,40,11,36,10,56
7,79,0,6,2,37,3,36,5,66
10,76,4,0,1,33,2,28,8,56
3,58,1,7,0,51,10,26,8,67
3,61,3,7,0,49,13,36,12,74
3,44,0,3,0,32,3,22,10,66
3,52,2,3,0,42,9,27,4,71
2,78,6,10,0,30,28,33,2,61
6,67,1,1,1,33,11,25,4,66
2,55,7,3,0,29,8,14,4,53
3,72,10,11,1,35,14,26,12,42
6,65,0,8,0,30,30,18,3,45
6,52,3,1,1,20,5,15,5,46
6,48,0,5,0,32,9,35,4,49
0,59,0,7,0,25,12,17,7,52
3,59,10,9,0,52,9,14,3,63
4,99,4,9,0,55,10,14,15,79
2,56,0,6,0,32,4,17,17,53
2,48,1,2,0,17,22,12,18,62
3,39,1,4,0,25,25,11,5,46
2,32,0,2,0,33,31,21,6,56
2,36,0,6,0,22,19,16,4,95
5,48,0,12,0,19,13,17,4,86
2,63,2,3,0,28,11,13,8,66
2,79,1,3,0,30,5,17,3,99
3,69,3,2,0,26,9,11,1,66
6,55,1,3,0,20,4,17,6,85
6,42,0,6,0,21,10,25,1,71
5,33,0,7,0,20,14,26,8,60
2,29,0,4,0,15,7,15,5,55
1,34,2,6,1,26,14,19,4,60
2,39,0,2,0,38,18,17,6,67
0,46,2,5,1,26,9,20,7,91
4,40,0,6,1,22,16,14,4,133
2,44,0,6,2,26,13,18,3,112
3,26,0,7,0,18,9,40,5,70
1,37,1,5,0,16,9,36,6,80
1,23,0,4,1,10,5,13,4,47
3,39,0,5,0,33,7,30,3,54
2,34,1,0,0,21,7,18,3,80
6,57,1,0,0,20,15,14,5,82
3,29,2,1,1,11,5,25,4,90
8,129,0,0,0,15,8,15,3,54
2,74,9,1,0,11,5,16,0,79
8,58,0,2,0,21,14,15,4,47
8,59,1,3,0,22,5,12,3,72
13,60,1,5,0,24,8,17,3,79
3,37,0,5,0,27,4,16,5,78
3,68,0,11,0,18,5,20,4,77
4,54,0,3,0,14,4,7,5,79
1,45,2,3,1,47,3,11,5,73
10,35,0,2,0,21,9,9,4,51
53,35,2,1,0,30,4,15,4,57
33,49,0,3,0,22,2,13,3,99
46,31,0,0,0,17,2,7,1,103
59,33,0,0,0,18,4,18,1,68
30,43,0,0,0,28,5,18,1,66
10,38,1,0,0,26,2,22,3,90
2,69,1,5,0,22,3,22,1,73
2,59,0,2,0,19,6,21,3,48
3,42,1,6,1,47,3,18,5,62
4,84,0,2,0,21,4,17,0,53
1,63,1,1,1,18,1,7,2,89
1,62,0,1,1,18,1,13,3,85
3,96,1,1,0,26,5,16,4,74
1,76,1,1,0,14,4,7,0,60
5,64,1,6,0,12,1,9,1,57
3,59,0,0,0,13,1,10,1,54
0,52,0,2,0,16,3,7,2,43
1,43,0,2,0,33,2,21,2,56
0,75,0,3,0,21,4,16,2,52
1,47,1,4,0,12,4,13,4,41
2,74,1,1,0,15,3,17,3,58
0,60,0,1,0,10,7,15,2,67
4,53,1,5,0,22,14,11,1,61
2,42,0,2,0,10,3,11,1,74
0,48,0,3,0,24,7,18,4,59
0,33,0,2,0,33,4,9,11,55
2,46,1,0,1,25,1,17,3,63
1,35,1,1,1,16,3,18,3,62
2,51,0,1,0,23,6,14,1,51
2,43,1,2,0,22,1,18,3,52
2,68,1,0,0,14,4,31,8,93
3,35,0,1,0,14,1,15,1,68
4,39,0,2,0,15,5,13,4,56
3,36,1,0,0,23,0,16,3,63
1,39,0,0,0,13,5,13,1,85
3,28,0,0,0,14,9,5,1,91
0,27,0,2,0,20,14,9,1,80
1,21,0,5,0,15,12,3,3,75
0,43,0,4,2,20,7,15,1,61
1,46,1,2,0,9,3,10,6,60
3,30,0,4,0,15,3,9,3,86
1,33,0,2,0,16,10,8,2,61
1,73,0,1,0,22,8,21,4,67
2,235,0,1,0,16,9,4,1,53
1,113,0,0,0,21,2,5,3,87
0,107,1,1,1,23,7,12,1,100
0,81,0,1,0,18,2,6,0,32
1,60,0,0,0,14,3,8,2,40
0,63,0,3,0,9,4,11,0,41
3,44,0,1,0,9,3,11,1,34
10,53,0,1,0,8,8,8,1,33
2,41,1,1,0,6,1,13,1,51
5,57,0,4,0,12,2,7,0,29
1,66,0,2,0,16,3,4,0,30
0,77,0,4,0,14,3,13,1,31
0,446,0,1,0,12,11,5,0,66
1,226,0,1,0,8,5,11,1,48
0,112,0,1,0,6,9,9,5,36
0,87,0,1,0,5,4,8,4,25
0,86,1,1,0,8,4,4,4,22
0,97,2,4,0,15,3,14,5,26
2,57,0,1,0,12,0,5,1,36
2,56,0,0,0,15,5,3,2,35
0,44,0,3,0,8,1,6,1,24
0,30,0,3,1,11,4,3,2,39
0,31,0,0,0,8,3,4,0,22
1,33,5,0,0,14,4,10,0,24
0,35,0,1,0,8,1,3,1,25
0,75,0,2,0,13,4,7,1,28
3,47,0,0,0,7,3,5,2,16
2,240,1,3,0,13,3,19,0,26
0,92,0,0,0,16,1,11,0,21
1,52,2,1,1,10,7,8,5,19
1,45,0,0,0,8,1,7,3,21
5,34,0,0,0,6,4,3,3,17
1,26,1,0,0,18,2,10,4,23
1,38,0,0,0,13,3,7,1,33
1,13,0,0,0,9,3,4,3,22
3,30,0,2,2,21,8,5,4,23
4,25,0,2,1,9,2,4,0,27
3,26,2,0,0,5,2,6,2,21
0,63,2,2,0,18,3,10,1,46
2,28,0,1,0,12,1,10,0,24
0,32,0,1,0,5,2,4,1,26
1,50,3,0,1,12,3,8,3,22
0,29,0,0,0,15,2,3,1,32
2,18,0,1,0,6,6,5,0,42
2,23,0,0,0,20,4,10,3,37
0,23,0,2,0,16,11,7,4,25
75,46,0,0,0,14,8,8,4,22
97,37,0,1,1,8,7,10,4,17
83,18,0,1,0,9,4,5,2,23
97,46,0,2,0,13,7,11,1,25
92,32,1,0,0,7,13,6,1,36
51,28,0,1,0,11,8,11,3,10
22,30,0,5,0,7,5,8,0,20
5,28,1,2,0,12,13,32,3,17
0,24,0,2,0,18,5,30,3,39
0,11,0,2,0,15,5,15,2,23
88,13,0,2,0,17,11,16,3,30
98,19,0,0,0,15,8,13,4,35
97,23,0,0,0,15,3,10,5,39
106,24,2,1,0,19,7,15,3,31
76,26,0,1,1,14,6,9,2,34
37,17,1,0,0,13,10,7,2,36
17,15,0,0,0,10,5,9,3,17
2,18,0,3,0,11,7,16,3,25
1,23,0,0,0,12,7,16,2,16
0,21,2,3,0,21,2,14,5,31
0,15,1,1,0,9,3,17,1,34
1,11,0,0,0,8,1,11,1,33
0,27,0,0,0,10,4,19,1,38
1,18,0,2,0,15,7,22,3,34
0,20,0,0,0,14,10,15,1,48
1,31,0,0,0,23,4,12,5,19
1,82,1,2,0,14,10,10,2,66
0,13,0,1,0,7,12,9,3,73
0,26,1,0,0,10,14,7,4,93
0,22,0,2,0,15,13,18,6,76
3,13,0,2,0,9,17,14,2,72
2,39,1,5,0,20,19,18,6,73
1,22,1,7,1,14,13,13,3,79
0,23,1,1,0,14,18,8,2,45
0,10,0,0,0,15,15,6,5,67
2,20,0,0,0,6,8,9,1,52
0,25,0,1,0,7,8,7,2,56
0,24,2,2,0,29,14,7,3,52
0,29,0,0,0,11,6,8,0,57
1,20,0,0,0,19,6,14,4,44
3,22,0,1,0,18,5,17,2,59
1,25,0,0,0,12,6,10,0,69
0,33,0,0,0,11,7,9,1,42
0,35,4,9,0,13,4,23,0,55
0,24,1,8,1,12,18,12,7,35
0,21,1,0,0,13,13,18,3,57
0,29,0,4,0,25,9,11,5,52
0,30,1,1,0,18,11,15,5,41
1,28,0,3,0,22,7,11,5,70
0,32,0,2,0,18,8,16,3,50
0,36,0,0,0,14,8,16,7,51
2,40,0,1,0,19,12,4,7,36
0,41,0,1,0,17,2,17,2,33
1,37,1,0,0,11,13,22,1,31
4,26,0,5,0,24,10,14,2,44
0,46,0,4,1,20,6,19,7,43
0,43,0,4,1,17,13,12,5,55
0,57,0,5,0,18,6,15,2,46
0,33,0,0,0,18,6,21,7,47
0,40,1,0,0,24,3,8,2,29
0,28,0,1,1,22,9,12,5,46
0,120,1,2,0,38,9,25,4,51
3,106,0,6,0,14,2,9,6,38
1,76,2,4,0,20,6,16,2,48
1,93,2,4,0,12,12,10,6,64
0,49,1,2,0,22,8,25,4,96
1,40,0,3,0,26,5,13,2,117
4,57,0,2,0,30,1,31,0,63
2,49,2,1,2,18,5,30,7,49
0,62,3,1,0,30,3,20,7,57
3,264,1,4,0,23,13,18,3,67
2,169,2,2,0,29,6,15,10,81
3,97,1,3,0,20,6,14,1,60
2,79,5,11,0,25,8,18,7,47
2,104,1,8,0,29,11,14,9,56
0,69,4,9,0,42,16,15,6,51
2,56,4,4,0,36,8,19,4,28
0,95,1,7,1,43,7,25,5,53
2,68,2,5,0,28,8,20,7,46
1,94,3,2,0,29,15,17,12,62
1,72,1,7,0,28,3,13,10,43
5,91,3,6,0,38,13,10,10,58
2,95,4,4,0,34,18,14,11,66
4,72,4,4,0,30,10,28,13,53
0,81,1,1,2,29,37,27,8,78
1,68,3,6,2,25,22,17,8,65
2,77,5,9,0,20,11,36,7,56
2,80,5,3,0,30,13,58,4,70
3,71,2,1,1,30,8,35,7,71
4,79,1,5,1,18,6,27,11,50
5,68,1,2,5,20,11,24,10,58
6,72,0,5,1,25,12,19,11,67
2,65,5,7,2,28,3,30,7,80
4,79,5,8,1,19,5,23,12,61
1,89,1,9,0,23,8,17,4,55
3,80,3,1,4,20,12,13,5,58
1,75,4,5,5,11,12,18,3,66
4,194,1,3,3,25,15,14,6,69
2,193,1,7,3,42,14,24,8,70
5,162,4,7,2,28,8,26,15,62
1,141,4,5,1,26,10,13,8,71
1,133,3,3,0,23,12,19,5,65
0,107,1,2,1,23,18,28,11,61
6,114,5,6,0,34,13,46,11,66
2,98,2,2,2,26,10,11,4,49
4,108,0,8,0,25,20,25,4,54
5,78,1,6,0,20,9,13,10,68
5,85,1,10,0,21,10,18,8,80
4,72,3,5,0,34,14,18,7,73
5,79,1,16,0,31,13,25,5,103
5,90,0,12,1,59,10,15,7,175
4,67,0,4,1,35,10,17,10,242
3,78,2,7,0,45,10,27,3,194
1,85,0,2,0,34,7,22,5,214
3,68,2,5,0,28,11,21,7,234
1,95,3,9,0,26,9,13,9,151
3,96,6,3,0,24,19,16,9,225
2,107,2,4,0,21,16,22,8,170
